Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
46,2,3,1,1,3,1,5,2,4,26303,2376,0.583,3586,0.914,0.09
51,1,2,3,2,1,1,3,3,3,1438.3,642,0.405,1939,0.4,0.446
42,2,4,2,1,5,3,6,2,4,34516,1045,0.848,3574,0.923,0.03
65,2,2,3,1,1,1,4,2,4,2318,1010,0.81,1256,0.591,0.436
55,2,3,3,2,5,1,5,2,2,3088,1743,0.766,3906,0.659,0.564
47,2,3,3,1,3,1,1,3,2,31987,0,0.814,7926,0.537,0
33,2,2,2,1,3,1,6,2,2,1630,0,0.605,4426,0.784,0
49,2,3,3,2,3,1,3,3,4,2930,1901,0.638,4041,0.596,0.649
53,2,4,1,1,4,1,3,2,4,1973,1324,0.805,1587,0.52,0.671
53,2,1,2,2,2,1,1,2,1,3234,1514,0.846,13803,0.695,0.468
55,1,2,1,2,1,1,4,3,3,1724,0,0.936,4434,0.811,0
65,2,1,1,2,3,1,6,2,3,10775,1787,0.648,3432,0.75,0.166
45,2,4,3,1,4,2,5,2,4,25907,745,0.607,2058,0.806,0.029
49,1,0,6,2,1,1,5,2,3,1749,0,1.006,2510,0.407,0
40,1,3,2,1,1,1,5,2,4,4736,945,0.835,3927,0.659,0.2
53,1,3,3,1,1,1,3,1,3,1438.3,1183,0.841,4551,0.667,0.822
41,2,2,3,3,5,1,3,2,2,15911,896,0.954,1270,0.833,0.056
43,2,3,5,2,4,1,4,2,1,11186,2231,0.708,3692,0.647,0.199
42,2,3,2,1,1,1,4,2,4,7802,1885,0.643,4212,0.744,0.242
55,2,3,2,2,4,1,3,2,2,1602,962,0.834,4873,0.764,0.6
43,1,2,3,1,1,1,4,1,1,3327,2517,0.793,4901,0.913,0.757
41,1,2,4,1,2,1,6,2,3,6602,0,0.743,4479,0.822,0
44,2,2,6,1,3,1,1,2,1,25894,2517,1.046,4847,0.815,0.097
56,1,4,3,1,1,1,5,3,2,4271,1150,1.064,2052,0.724,0.269
32,2,1,2,2,2,1,6,3,2,4819,2134,0.834,9330,0.882,0.443
46,1,4,2,1,1,1,1,3,0,1896,1738,0.647,4588,0.923,0.917
35,1,4,4,1,1,1,3,3,4,2933,1011,0.814,5089,0.868,0.345
49,2,2,3,1,2,1,4,3,4,5137,0,0.612,2043,1,0
60,2,1,2,1,4,1,5,3,3,3398,2341,0.714,1169,0.409,0.689
52,1,1,5,1,3,1,5,1,2,1481,0,0.698,4435,0.718,0
39,1,1,1,1,2,1,6,1,2,2909,1274,0.593,1532,0.3,0.438
35,1,1,4,1,2,1,4,3,3,1438.3,966,0.871,5249,0.761,0.672
52,1,3,1,2,1,1,2,1,2,2166,1458,0.712,8215,0.535,0.673
62,1,1,3,2,1,1,6,1,1,5284,2517,0.674,4525,0.537,0.476
49,2,4,1,2,4,1,1,4,5,5662,1484,0.434,1693,0.25,0.262
49,1,3,2,1,2,1,5,1,2,3881,0,0.601,4177,0.737,0
43,1,3,3,1,2,1,6,4,3,1438.3,0,0.747,2116,0.583,0
44,2,4,3,2,3,1,6,2,3,5877,1160,0.446,3565,0.729,0.197
65,2,1,2,1,2,1,3,3,3,3506,1604,0.574,1953,0.649,0.458
48,2,4,4,2,4,1,4,2,2,3307,2234,0.818,4006,0.838,0.676
47,2,5,5,1,2,1,4,3,2,6043,0,0.627,4256,0.529,0
52,1,2,1,1,1,1,2,3,2,3698,0,0.811,3763,0.864,0
36,1,4,2,1,2,1,3,3,1,1438.3,0,0.71,4591,0.644,0
57,2,1,2,1,2,1,5,1,3,2544,1927,0.939,1346,0.364,0.757
53,1,3,1,1,1,1,4,1,2,1562,751,0.925,4574,0.976,0.481
46,1,1,2,1,1,1,1,3,3,3073,2517,0.841,4858,0.974,0.819
43,2,4,4,1,3,1,4,1,2,32733,1448,0.655,3452,0.862,0.044
46,1,3,1,2,1,1,6,3,3,3901,1001,0.822,4313,1.323,0.257
41,1,3,3,1,1,1,1,2,3,9491,0,1.056,9061,1.684,0
45,1,1,2,1,1,1,4,4,4,4406,1247,1.037,3964,0.854,0.283
51,1,1,1,2,1,1,1,3,4,7176,0,0.45,1375,0.65,0
40,1,3,6,1,1,1,1,1,1,4660,1844,1.018,8571,0.647,0.396
35,1,3,6,2,1,1,2,2,3,1438.3,0,0.62,5020,0.843,0
46,1,4,1,1,1,1,3,3,2,1485,736,0.622,4198,0.912,0.496
42,1,3,1,2,1,1,6,2,1,1438.3,0,0.46,4482,0.644,0
57,1,3,1,1,1,1,2,2,1,3082,2507,0.687,7787,0.508,0.813
39,1,2,4,1,2,1,3,1,2,2901,2143,0.948,4239,0.733,0.739
48,2,0,2,3,2,1,3,1,0,2708,2517,0.568,2198,0.864,0.929
59,1,2,3,2,1,1,5,1,2,9344,1334,0.375,4154,0.818,0.143
44,1,3,3,3,1,1,4,1,2,2617,1508,1.393,4400,0.818,0.576
33,2,3,2,1,5,1,6,3,2,27499,1188,0.544,2202,0.394,0.043
43,2,5,1,1,4,1,1,2,3,4259,0,0.934,7993,0.651,0
61,1,0,2,2,2,1,4,2,2,8476,0,0.675,3889,0.489,0
54,1,3,3,2,1,1,2,3,3,1857,0,0.488,2464,0.839,0
40,1,1,1,1,1,1,4,1,5,8749,1654,0.695,5054,0.553,0.189
54,1,1,3,1,2,1,5,2,3,5556,1711,1.434,1706,1.625,0.308
48,2,4,2,2,2,1,2,3,2,11272,1744,0.347,1455,0.214,0.155
65,2,0,3,2,1,1,3,1,5,2644,1691,0.755,3495,0.628,0.64
52,1,3,1,1,2,1,6,4,2,3143,2268,0.801,4417,0.68,0.722
61,2,0,2,1,3,1,4,1,3,2800,2448,0.549,1433,0.481,0.874
48,2,3,4,1,3,1,2,3,3,3430,2517,0.869,2639,0.643,0.734
49,1,3,1,1,1,1,3,3,3,2919,2032,0.654,4937,0.667,0.696
43,1,4,3,2,1,1,3,3,1,2525,2217,0.763,4409,0.568,0.878
49,1,4,2,2,2,1,4,3,2,9595,509,0.625,4050,0.5,0.053
53,2,3,2,1,4,1,3,1,0,2480,1351,0.522,1359,0.565,0.545
55,1,3,4,2,1,1,5,2,1,1438.3,0,0.612,4660,0.891,0
39,2,4,1,1,3,1,5,2,2,17523,0,0.424,1974,0.688,0
42,2,5,2,2,5,1,4,1,2,34516,1839,0.69,1230,0.889,0.053
46,1,3,3,1,2,1,6,3,2,13387,0,0.746,3706,0.62,0
46,2,3,3,2,4,1,5,1,2,5489,1189,0.95,3215,0.882,0.217
53,2,2,3,2,4,1,5,2,2,19116,0,0.656,1184,0.611,0
46,1,3,3,1,1,1,6,5,1,2069,1101,0.741,7307,0.745,0.532
63,1,0,3,2,1,1,6,1,1,4847,1856,0.61,4712,0.81,0.383
46,1,4,4,2,1,2,1,2,3,33874,1473,0.803,13753,0.849,0.043
31,1,0,1,1,1,1,3,3,2,2917,2127,1.074,1831,1,0.729
40,1,2,1,2,2,1,3,1,2,2136,1250,0.74,7782,0.66,0.585
50,2,2,4,2,3,1,5,2,4,3495,0,0.639,2131,0.464,0
50,1,2,6,2,1,1,4,1,0,3206,0,0.631,4731,0.822,0
37,2,3,1,1,4,1,4,3,2,3034,2167,0.711,2058,0.485,0.714
45,2,4,1,1,1,1,1,2,3,7231,1047,0.947,15571,0.797,0.145
41,1,2,1,2,1,1,6,3,2,2250,2117,1.162,1617,2.875,0.941
43,2,3,1,3,5,1,3,1,2,34516,2517,0.77,7437,0.623,0.073
42,2,3,2,1,3,1,3,2,2,24126,948,0.616,3342,0.677,0.039
57,1,2,1,2,1,1,6,5,2,1438.3,876,0.693,4815,0.676,0.609
59,1,1,2,2,2,1,2,1,1,7427,2421,0.701,4636,0.82,0.326
45,2,5,3,1,3,1,2,3,3,3435,2517,0.332,5567,0.545,0.733
54,1,2,6,2,1,1,3,4,3,1694,0,0.354,1930,0.519,0
30,1,1,3,3,1,1,6,1,2,1644,0,0.82,2533,0.517,0
42,2,3,1,1,3,1,6,3,0,4562,2258,0.861,3740,0.833,0.495
39,2,1,4,2,2,1,1,1,3,4874,2317,0.854,7776,0.782,0.475
49,2,3,3,2,3,2,4,1,2,34516,0,0.499,1506,0.516,0
49,2,2,1,1,3,2,1,1,2,34516,1118,0.671,7734,0.609,0.032
46,1,3,2,1,2,1,3,2,3,3413,2372,0.7,5029,0.792,0.695
36,2,3,1,3,2,1,4,2,3,8995,1547,0.923,2398,0.794,0.172
60,2,1,2,2,4,1,4,3,0,10698,1790,0.981,4095,0.914,0.167
53,2,0,1,1,3,1,3,3,2,16033,560,0.963,1158,1.067,0.035
45,2,4,1,1,4,1,6,3,2,12890,0,0.576,2216,0.545,0
39,1,2,3,2,1,1,5,3,3,9235,1479,0.843,1537,0.581,0.16
37,1,4,1,1,1,1,5,2,3,1758,1180,0.744,2013,0.367,0.671
51,2,3,1,1,3,1,6,3,3,3458,1989,0.707,3409,1.034,0.575
47,1,5,6,1,2,1,3,5,3,4345,2176,0.752,2458,0.467,0.501
45,2,2,1,2,4,1,1,1,2,3401,0,0.898,744,1,0
45,1,4,1,1,2,1,6,1,2,5989,0,0.668,4246,0.857,0
41,1,3,3,2,3,1,2,3,1,13733,0,0.325,1591,0.875,0
45,2,3,1,1,4,1,3,1,3,14593,1504,0.668,3447,0.895,0.103
37,1,2,2,2,1,1,5,2,1,7411,633,0.762,2761,0.604,0.085
48,2,3,1,1,3,1,4,4,3,18672,2517,0.799,1126,0.591,0.135
56,1,2,3,1,1,1,6,2,1,1971,922,0.762,4827,0.867,0.468
49,1,3,1,1,2,1,5,3,0,2270,1647,0.759,4110,0.923,0.726
39,2,3,2,2,4,1,1,2,3,7821,2517,0.408,2010,0.344,0.322
47,2,2,3,2,3,1,6,1,1,2877,1136,0.756,4006,0.478,0.395
50,2,3,1,2,4,1,4,2,3,21872,1118,0.658,1806,0.409,0.051
51,1,3,2,3,1,1,4,3,0,3961,1729,0.783,4066,0.8,0.437
53,2,2,5,1,3,1,5,1,2,3610,1629,0.821,1652,0.481,0.451
42,2,5,5,2,2,1,1,2,2,10531,2330,0.757,14955,0.662,0.221
45,2,3,6,2,3,1,6,2,4,9086,1254,0.93,3906,0.8,0.138
45,1,3,2,1,2,1,4,2,1,5056,0,0.905,4428,0.696,0
41,2,4,2,1,4,1,5,3,2,1734,857,0.752,4741,0.714,0.494
53,1,1,1,2,1,1,3,1,2,3471,1785,1.051,1052,0.714,0.514
33,1,1,6,2,1,1,1,1,3,3709,1180,0.645,8130,0.897,0.318
45,2,2,3,2,3,1,6,2,2,23271,1262,0.718,1402,0.889,0.054
49,2,2,1,1,5,1,2,4,1,14646,1448,0.895,8160,0.586,0.099
55,1,2,4,2,1,2,2,2,3,34516,1783,0.821,8472,0.739,0.052
46,1,4,2,1,1,1,3,3,4,1438.3,981,0.663,1114,0.65,0.682
58,2,1,1,1,3,1,6,4,2,1654,1253,0.508,1887,0.538,0.758
54,1,1,2,1,1,1,3,3,3,3947,1746,0.478,1110,0.4,0.442
51,1,3,3,1,2,1,3,3,2,3664,0,0.839,1168,0.409,0
43,2,4,3,2,5,1,1,1,3,34516,1742,0.661,7360,0.745,0.05
42,1,4,1,1,2,1,3,2,1,6751,1192,0.776,7921,0.55,0.177
54,2,2,5,2,4,1,3,3,5,14265,1878,0.847,3982,0.871,0.132
37,1,2,3,1,1,2,5,2,6,12203,0,0.9,8600,0.843,0
50,2,1,2,1,5,1,4,5,3,34516,2076,0.812,3647,0.667,0.06
60,1,0,2,2,2,1,3,2,2,4546,0,0.66,1361,0.308,0
26,1,0,3,2,2,1,4,3,2,2033,1471,0.672,2236,0.41,0.724
57,2,3,2,2,3,1,4,3,1,12663,1028,0.791,3297,0.688,0.081
45,2,3,3,2,3,1,6,2,2,10651,672,0.767,2073,0.543,0.063
37,1,3,3,1,1,1,6,1,3,2229,1791,1.139,1583,0.6,0.803
40,2,5,1,2,2,1,2,2,3,2849,1741,0.791,8669,0.768,0.611
46,2,5,6,2,4,1,4,3,3,11464,0,1.02,3660,1.037,0
31,1,0,1,2,1,1,4,2,3,2787,1761,0.67,4358,0.648,0.632
48,1,2,5,3,2,1,3,4,2,3745,1291,0.631,4956,0.796,0.345
50,2,2,1,2,5,1,3,2,2,34516,1023,1.004,1064,0.625,0.03
43,2,3,2,2,3,1,4,2,0,28262,1483,0.668,3855,0.61,0.052
51,1,3,1,1,2,1,3,3,3,1565,944,0.872,4798,1.147,0.603
45,2,2,6,1,3,1,6,3,1,11710,693,0.914,1749,0.429,0.059
43,1,5,3,1,2,1,5,3,2,2311,1320,0.658,3967,0.69,0.571
36,2,1,1,2,4,1,3,2,1,20101,1299,0.858,14732,0.855,0.065
52,2,3,1,2,4,1,5,2,2,2801,2467,0.701,4926,0.731,0.881
40,1,2,5,3,2,1,6,3,1,8494,2023,0.871,4486,0.974,0.238
53,1,2,2,1,1,1,2,3,2,2156,1198,0.507,5092,0.759,0.556
54,1,3,3,2,2,1,3,1,3,2488,2196,0.733,4361,0.63,0.883
47,1,4,1,1,2,1,4,1,3,16349,1925,0.833,16207,0.81,0.118
50,2,1,3,1,5,1,5,2,1,7116,981,0.858,4748,0.735,0.138
36,1,2,4,1,1,1,4,3,3,1924,971,0.806,4951,0.6,0.505
51,2,2,1,1,4,1,5,1,4,8511,0,0.88,3775,0.676,0
49,1,4,2,2,2,1,3,3,4,13039,1840,0.793,4010,0.5,0.141
50,2,3,5,3,4,1,3,2,3,14409,511,0.799,2351,0.3,0.035
50,1,2,1,1,1,1,5,3,3,2481,1287,0.465,1825,0.821,0.519
54,2,1,2,1,4,1,4,1,4,20050,1225,0.907,1306,0.238,0.061
47,1,3,1,1,1,1,4,2,2,1776,1519,0.917,4295,0.622,0.855
51,1,4,1,2,2,1,2,3,2,4708,920,0.544,2179,1.273,0.195
48,2,3,1,1,3,1,3,3,3,31501,0,0.698,3742,0.786,0
38,1,4,3,2,1,1,4,1,0,2569,1605,0.574,1190,0.643,0.625
46,1,3,2,2,1,1,1,3,2,6636,2399,0.681,7023,0.654,0.362
42,2,3,2,2,4,1,4,4,3,3337,795,0.524,3951,0.619,0.238
55,2,3,2,1,4,1,2,1,2,5282,1144,0.8,13513,0.597,0.217
61,2,0,1,2,4,1,2,1,4,11859,1644,0.866,8930,0.837,0.139
55,1,2,2,1,1,1,4,3,3,2358,1152,0.969,1737,1.6,0.489
58,1,3,4,1,1,1,4,3,1,2493,1566,0.767,4867,0.607,0.628
48,2,3,2,1,3,1,5,1,3,30579,1351,0.759,1289,0.727,0.044
48,2,3,1,1,4,1,5,1,3,2829,2342,0.991,1561,1.05,0.828
45,1,2,1,1,2,1,1,3,3,3592,865,0.663,12777,0.727,0.241
53,2,0,1,2,4,1,3,1,3,17721,596,0.694,14409,0.844,0.034
46,1,2,4,2,1,1,3,2,2,1438.3,0,0.757,5005,0.795,0
40,2,2,2,1,3,2,5,3,0,34516,2183,0.739,3644,0.634,0.063
36,1,2,1,2,2,1,6,2,3,2024,901,0.659,4861,0.75,0.445
42,1,1,5,2,1,1,3,3,0,3453,1010,0.801,8108,0.7,0.292
36,2,2,3,2,3,1,3,3,5,5346,1539,0.777,2283,0.889,0.288
42,1,5,1,1,1,1,2,3,2,6250,1835,0.644,4042,0.714,0.294
27,1,1,3,1,1,1,3,1,2,1438.3,0,0.469,4479,0.628,0
56,2,3,2,2,3,1,5,2,0,19030,912,0.894,4137,0.532,0.048
56,2,1,1,1,5,1,6,3,4,2585,1207,0.44,1590,0.32,0.467
46,1,3,1,2,2,1,5,2,4,7457,0,0.717,3162,0.73,0
57,1,2,3,1,2,1,3,2,2,3136,2138,0.699,4930,0.739,0.682
40,2,3,3,3,3,1,4,3,4,11721,1175,0.779,4187,0.825,0.1
41,2,4,2,1,4,1,3,2,2,4573,0,0.703,3776,0.944,0
51,1,2,4,1,2,1,3,1,3,4882,695,0.508,1544,0.517,0.142
47,2,2,3,1,3,1,1,2,1,13356,1497,0.753,8963,0.694,0.112
41,2,3,3,1,3,1,4,3,3,4119,1656,0.561,1455,0.667,0.402
63,2,0,3,1,4,1,6,2,2,23925,1494,0.704,3677,0.719,0.062
54,2,1,1,1,4,1,4,2,3,2910,2030,0.769,1256,0.4,0.698
34,2,0,1,1,4,1,4,3,3,5175,977,1.705,2405,0.885,0.189
32,2,1,2,1,2,1,2,3,1,12024,0,0.823,14551,0.78,0
45,1,3,1,2,1,1,2,2,3,1438.3,0,0.81,4928,0.909,0
53,1,1,3,2,1,1,4,3,4,1773,1539,0.893,4087,0.762,0.868
52,1,2,1,1,1,1,4,3,1,2261,1127,0.814,4456,0.789,0.498
49,2,2,2,2,5,1,3,2,4,21144,1190,0.5,4895,0.784,0.056
51,2,1,2,1,3,1,4,3,4,22754,0,0.799,8531,0.791,0
42,1,3,1,2,3,1,2,3,2,9749,859,0.584,4684,0.623,0.088
34,2,3,5,1,4,2,4,3,0,27710,0,0.777,4014,0.659,0
47,1,2,3,2,1,1,6,1,3,2493,831,0.581,4274,0.581,0.333
55,2,2,2,2,5,1,6,3,4,3029,1505,0.56,2394,0.471,0.497
64,1,1,3,1,2,1,6,2,2,4999,2299,0.716,1601,0.5,0.46
34,1,1,3,2,1,1,6,1,2,2689,1618,0.587,4237,0.681,0.602
48,2,3,4,1,3,1,3,3,0,7477,0,0.511,1159,0.684,0
53,2,4,5,1,3,1,1,2,3,13679,0,0.908,4060,1.346,0
57,2,1,2,1,3,1,3,2,4,25058,1710,0.613,2053,0.528,0.068
55,2,1,3,2,2,1,6,3,2,1443,1375,0.683,1991,0.583,0.953
57,2,2,3,1,4,1,4,4,1,5100,1970,0.371,1032,0.368,0.386
47,2,2,4,3,3,1,1,2,2,21714,1969,0.944,13270,0.625,0.091
62,2,1,1,2,4,1,3,3,2,21805,1777,0.519,4694,0.411,0.081
51,1,1,2,2,1,1,4,3,2,2827,1308,0.79,3291,0.618,0.463
39,2,1,3,1,2,1,4,2,2,4323,1267,1.102,3078,0.611,0.293
39,2,3,2,2,4,1,3,2,2,21718,2386,0.743,3492,0.692,0.11
48,1,2,1,1,2,1,3,1,1,1755,1058,0.697,4719,0.8,0.603
45,2,2,3,1,4,1,5,3,2,2221,1343,0.869,1338,1.308,0.605
39,1,1,3,2,2,1,5,3,6,3911,0,0.897,2867,0.556,0
38,2,2,2,1,5,1,4,1,2,2818,1656,1.404,2916,0.957,0.588
53,1,1,4,2,1,1,3,3,2,3895,1981,0.839,16023,0.725,0.509
46,2,4,1,2,4,1,6,2,3,10741,755,1.166,1278,1.444,0.07
41,2,3,1,2,3,1,2,2,1,9357,1942,0.8,7971,0.787,0.208
26,1,0,3,1,1,1,2,2,2,2516,2378,1.033,4746,0.875,0.945
40,2,2,1,1,2,1,5,2,2,2494,1492,0.744,3407,0.694,0.598
59,1,1,2,2,2,1,5,3,3,1665,0,1.01,2748,0.333,0
34,1,3,4,1,2,1,4,1,2,2000,0,0.782,1944,0.75,0
40,1,5,1,2,1,1,3,2,4,4205,2517,0.652,4256,0.725,0.599
45,1,3,4,1,1,1,4,2,4,2330,2294,0.456,2107,0.333,0.985
43,2,5,1,2,1,1,3,2,2,1438.3,0,0.644,4459,0.477,0
53,1,1,4,2,2,1,5,3,2,6605,1479,0.739,2017,0.679,0.224
35,2,3,4,2,4,1,5,1,3,2780,0,0.565,2469,0.811,0
53,1,1,4,1,2,1,4,4,2,1525,1411,0.66,1911,0.958,0.925
38,2,2,2,2,4,3,1,2,3,34516,1494,0.588,7885,0.635,0.043
38,1,1,4,2,1,1,6,2,3,3119,2517,0.722,2492,0.515,0.807
55,2,1,6,2,4,1,3,3,3,15221,1166,0.839,3848,0.619,0.077
56,1,3,1,2,3,1,3,3,3,10016,1872,0.735,2804,0.542,0.187
46,1,4,1,1,1,1,5,1,2,7562,1500,0.632,14908,0.754,0.198
50,2,1,2,2,5,1,3,2,3,27512,2137,1.048,1149,0.562,0.078
39,2,3,3,1,2,1,5,1,2,12078,1687,0.482,2384,1.167,0.14
52,2,2,2,2,5,1,6,3,3,34516,0,0.639,2213,0.382,0
50,1,1,2,1,1,1,1,1,2,2210,1539,0.843,4937,0.974,0.696
45,1,2,1,1,1,1,6,2,2,6091,0,0.56,3340,0.579,0
59,2,2,1,2,2,1,2,1,2,11808,0,0.813,13751,0.823,0
30,2,0,4,2,4,1,6,2,2,4109,0,0.949,8642,0.481,0
65,2,0,2,2,2,1,3,2,2,2507,1613,1.082,3325,0.675,0.643
65,1,0,2,2,2,1,3,6,3,5894,477,1.015,1616,0.455,0.081
44,2,4,1,1,3,1,3,2,3,19430,0,1.012,3650,0.633,0
44,2,3,2,2,2,1,5,2,2,1643,0,0.6,1754,0.56,0
41,2,4,1,2,4,1,5,2,4,5045,2080,0.738,2042,0.481,0.412
53,2,4,4,1,4,1,5,3,1,7026,1728,0.669,3935,1,0.246
53,2,3,1,2,3,1,4,3,2,34516,2517,0.741,1475,0.833,0.073
43,2,5,3,1,5,1,4,3,4,34516,830,0.54,3789,0.541,0.024
45,1,4,2,2,1,2,2,5,2,14416,0,0.788,13820,0.65,0
60,2,1,2,3,2,1,2,3,3,9369,1813,0.658,7699,0.629,0.194
29,2,1,4,2,4,1,5,3,2,5346,0,0.928,3253,0.818,0
50,1,1,1,1,1,1,3,1,2,4143,1888,0.561,3940,0.805,0.456
57,1,0,2,1,2,1,3,2,2,2278,845,1.328,2307,0.8,0.371
36,2,3,3,1,4,1,4,5,4,1686,1252,0.575,1758,1.1,0.743
35,1,4,1,2,1,1,6,3,3,1438.3,0,0.512,3427,0.829,0
31,2,0,1,2,4,2,2,2,2,34516,984,0.913,15347,0.787,0.029
53,1,2,3,2,1,1,5,2,2,1820,909,0.737,4665,0.763,0.499
28,1,0,4,1,2,1,3,2,3,5685,0,1.334,2395,1,0
32,1,0,4,2,1,1,3,3,4,2917,2517,0.833,2471,0.875,0.863
48,1,4,2,1,1,1,5,1,1,2090,793,0.64,4619,0.733,0.379
47,1,1,6,3,1,1,6,3,3,2707,1367,0.794,4646,0.78,0.505
52,2,1,3,1,3,1,2,3,3,1857,1833,0.723,829,0.7,0.987
53,2,0,1,1,5,1,4,3,3,21006,1905,0.701,1856,0.781,0.091
54,1,4,4,2,3,1,3,2,2,9723,1307,0.803,4043,0.9,0.134
48,1,1,1,3,2,1,4,1,2,3503,1572,0.866,4671,0.632,0.449
47,1,4,3,1,2,1,4,3,4,4798,1017,0.458,4225,0.681,0.212
48,2,3,1,3,2,1,2,3,3,9104,145,0.765,2563,0.417,0.016
48,1,2,1,1,1,1,2,3,1,2216,1262,0.497,4763,0.66,0.569
29,1,1,2,2,1,1,3,1,2,3318,927,0.934,3011,0.804,0.279
40,1,4,2,1,1,1,4,5,3,1762,1224,0.815,4899,0.812,0.695
43,2,2,2,2,3,1,6,2,0,14418,0,1.043,3880,0.7,0
50,1,4,1,1,1,1,6,2,2,2433,1948,0.752,4668,0.643,0.801
49,2,2,6,3,3,1,3,3,1,25178,1803,0.767,7836,0.582,0.072
50,1,1,1,2,1,1,4,5,2,2434,1340,0.668,4498,0.81,0.551
51,1,2,1,3,2,1,5,3,3,2069,1802,0.651,4402,0.75,0.871
34,1,2,3,3,1,1,3,1,2,4408,1510,0.73,4495,0.833,0.343
58,2,3,2,2,3,1,2,2,1,10021,1952,0.699,4431,0.581,0.195
35,1,0,3,1,1,1,6,1,1,2592,2227,0.633,1695,0.548,0.859
33,2,1,3,1,3,1,3,2,2,9819,1200,0.602,2198,0.538,0.122
50,2,1,4,2,3,1,4,3,2,5856,2007,0.727,4916,0.642,0.343
40,1,2,1,1,1,1,5,1,2,2636,1953,0.916,4584,0.591,0.741
38,2,3,3,1,3,1,2,2,2,16722,0,0.719,15110,0.823,0
49,1,4,3,2,1,2,1,2,2,10195,2389,0.427,1563,0.44,0.234
53,2,3,2,1,3,1,4,2,3,23462,2202,0.571,1387,0.65,0.094
49,1,2,3,2,2,1,6,1,4,4949,1495,0.791,3597,0.684,0.302
42,1,4,2,2,1,1,3,2,0,1438.3,0,0.676,3786,0.523,0
43,1,1,1,3,2,1,5,3,3,9535,660,0.944,4210,0.723,0.069
39,2,3,2,1,3,1,1,3,1,19150,1093,0.716,8327,0.545,0.057
52,2,3,1,1,4,1,3,3,2,18336,2077,0.718,7509,0.647,0.113
61,1,1,1,2,1,1,3,2,2,3466,1444,0.653,15075,0.699,0.417
50,1,2,2,1,1,1,6,2,3,2927,1412,0.763,1474,0.857,0.482
53,1,2,5,1,2,1,5,1,4,2127,1995,0.374,1363,0.37,0.938
52,2,2,1,1,3,1,2,5,1,33256,928,0.694,7796,0.59,0.028
49,1,4,3,1,1,1,1,3,3,2305,1173,0.818,5106,0.762,0.509
45,1,4,1,1,2,1,6,3,0,2801,2043,0.583,1241,0.643,0.729
50,1,2,2,1,1,1,3,1,3,3397,1658,0.724,4208,0.786,0.488
50,1,0,1,2,1,1,3,2,2,2165,1392,0.734,4194,0.946,0.643
44,2,3,5,1,2,1,1,1,2,12552,1405,0.702,15508,0.792,0.112
50,2,1,4,1,4,1,4,2,4,17404,1745,0.54,4491,0.66,0.1
40,2,4,1,2,4,1,3,2,2,8529,901,0.764,4252,0.511,0.106
52,2,2,1,2,3,1,6,2,2,16026,1160,0.386,4418,0.639,0.072
50,1,3,5,2,2,1,5,4,3,1814,0,0.852,5014,0.623,0
46,1,2,4,1,1,2,2,3,1,13427,1507,0.84,4266,0.75,0.112
35,1,2,1,1,2,1,4,2,2,6729,2375,0.579,2080,0.351,0.353
39,2,5,4,1,3,1,3,3,4,34198,1804,0.934,4270,0.639,0.053
52,2,0,4,1,5,3,2,1,1,34516,1464,0.689,7690,0.673,0.042
26,1,1,2,1,3,1,3,1,3,10693,2517,0.88,4138,0.727,0.235
62,2,0,1,1,2,1,5,1,5,2591,0,0.601,2123,0.697,0
46,2,1,3,1,4,1,3,3,4,15060,0,0.545,1611,0.4,0
40,1,4,3,2,1,1,6,1,1,2594,2159,0.792,3872,0.511,0.832
38,2,1,3,1,5,1,4,2,3,28043,1786,0.802,14521,0.847,0.064
43,1,2,1,1,1,1,6,3,2,2570,2107,0.651,4058,0.766,0.82
49,1,2,3,1,1,1,6,2,4,5242,1465,1.025,4098,0.789,0.279
47,1,2,2,2,1,1,1,1,2,3108,1978,0.917,14965,0.716,0.636
40,1,4,1,2,1,1,6,2,3,3751,1521,0.974,1060,1.308,0.405
47,2,3,3,1,3,1,3,2,3,9683,1116,0.721,15627,0.825,0.115
45,1,2,3,3,2,2,5,2,2,15785,1174,0.732,8097,0.842,0.074
49,1,1,1,1,1,2,2,3,3,11059,0,0.99,9524,0.905,0
57,1,3,3,1,1,1,6,2,3,3136,1422,0.591,1260,0.889,0.453
40,2,4,5,1,4,1,3,4,3,20178,1553,0.324,1735,0.375,0.077
48,2,2,2,1,5,2,3,2,4,34516,2098,0.741,3093,0.784,0.061
53,2,1,1,2,3,1,3,3,3,30271,1406,1.336,3231,0.306,0.046
48,1,5,1,2,3,1,5,2,3,1942,1488,0.816,4940,0.796,0.766
48,1,4,3,1,1,1,1,3,2,1843,1802,0.762,5199,0.738,0.978
57,1,2,1,1,1,1,5,1,3,1438.3,0,0.565,3848,0.705,0
55,1,2,1,2,1,2,3,3,1,13565,0,0.56,3705,0.917,0
47,1,5,2,1,1,1,2,1,2,2519,1584,0.76,8852,0.759,0.629
46,1,3,2,1,2,1,2,3,2,3336,1687,0.645,5577,0.759,0.506
46,2,2,2,1,1,1,3,1,1,6118,1092,0.757,4434,0.62,0.178
57,1,2,3,1,2,1,2,1,2,2363,1876,0.795,4984,0.667,0.794
